"Name","Start","End","Duration","Domain"
"http://www.engadget.com/page/4/","7/10/2013 9:46:16 AM","7/10/2013 9:46:47 AM","0:00:31","www.engadget.com"
"http://arstechnica.com/","7/10/2013 9:46:47 AM","7/10/2013 9:47:05 AM","0:00:18","arstechnica.com"
"http://arstechnica.com/tech-policy/2013/07/apple-guilty-of-conspiring-to-raise-e-book-prices/","7/10/2013 9:47:05 AM","7/10/2013 9:48:40 AM","0:01:35","arstechnica.com"
"http://arstechnica.com/science/2013/07/dna-analysis-suggests-lake-vostok-harbors-animal-life/","7/10/2013 9:48:40 AM","7/10/2013 9:48:56 AM","0:00:16","arstechnica.com"
"https://docs.google.com/spreadsheet/ccc?key=0AgMNKVcN0KSwdE9BQU90cHBKRzl1VVFXS1RGb01nTlE#gid=5","7/10/2013 9:48:56 AM","7/10/2013 9:50:12 AM","0:01:16","docs.google.com"
"http://www.manictime.com/Support/NewInstall","7/10/2013 9:50:12 AM","7/10/2013 9:50:20 AM","0:00:08","www.manictime.com"
"http://arstechnica.com/science/2013/07/dna-analysis-suggests-lake-vostok-harbors-animal-life/","7/10/2013 9:50:46 AM","7/10/2013 9:51:04 AM","0:00:18","arstechnica.com"
"http://arstechnica.com/information-technology/2013/07/photoshop-cc-modest-upgrades-shackled-to-terrible-rental-model/","7/10/2013 9:51:04 AM","7/10/2013 9:53:57 AM","0:02:53","arstechnica.com"
"http://genetherapy.unc.edu/services.htm","7/10/2013 9:54:02 AM","7/10/2013 9:55:09 AM","0:01:07","genetherapy.unc.edu"
"http://genetherapy.unc.edu/services.htm","7/10/2013 9:55:21 AM","7/10/2013 9:55:26 AM","0:00:05","genetherapy.unc.edu"
"http://genetherapy.unc.edu/services.htm","7/10/2013 9:55:45 AM","7/10/2013 9:55:51 AM","0:00:06","genetherapy.unc.edu"
"http://arstechnica.com/information-technology/2013/07/photoshop-cc-modest-upgrades-shackled-to-terrible-rental-model/","7/10/2013 9:56:17 AM","7/10/2013 9:56:41 AM","0:00:24","arstechnica.com"
"http://arstechnica.com/information-technology/2013/07/photoshop-cc-modest-upgrades-shackled-to-terrible-rental-model/2/","7/10/2013 9:56:41 AM","7/10/2013 9:57:23 AM","0:00:42","arstechnica.com"
"http://arstechnica.com/information-technology/2013/07/photoshop-cc-modest-upgrades-shackled-to-terrible-rental-model/2/","7/10/2013 9:57:33 AM","7/10/2013 9:59:50 AM","0:02:17","arstechnica.com"
"http://arstechnica.com/information-technology/2013/07/photoshop-cc-modest-upgrades-shackled-to-terrible-rental-model/3/","7/10/2013 9:59:50 AM","7/10/2013 10:01:06 AM","0:01:16","arstechnica.com"
"http://arstechnica.com/information-technology/2013/07/photoshop-cc-modest-upgrades-shackled-to-terrible-rental-model/4/","7/10/2013 10:01:06 AM","7/10/2013 10:03:48 AM","0:02:42","arstechnica.com"
"https://mail.google.com/mail/u/0/?ui=2&view=btop&ver=lsvjwajrtlp4&search=inbox&th=13fc952ea3397633&cvid=1","7/10/2013 10:03:48 AM","7/10/2013 10:03:53 AM","0:00:05","mail.google.com"
"http://arstechnica.com/information-technology/2013/07/photoshop-cc-modest-upgrades-shackled-to-terrible-rental-model/4/","7/10/2013 10:03:53 AM","7/10/2013 10:09:11 AM","0:05:18","arstechnica.com"
"https://www.change.org/petitions/adobe-systems-incorporated-eliminate-the-mandatory-creative-cloud-subscription-model","7/10/2013 10:09:11 AM","7/10/2013 10:09:54 AM","0:00:43","www.change.org"
"http://arstechnica.com/information-technology/2013/07/photoshop-cc-modest-upgrades-shackled-to-terrible-rental-model/4/","7/10/2013 10:09:54 AM","7/10/2013 10:10:02 AM","0:00:08","arstechnica.com"
"http://forums.cgsociety.org/showpost.php?p=7591918Adobe app alternativesamp;postcount=21","7/10/2013 10:10:02 AM","7/10/2013 10:10:57 AM","0:00:55","forums.cgsociety.org"
"https://mail.google.com/mail/u/0/?shva=1#inbox","7/10/2013 10:10:57 AM","7/10/2013 10:11:37 AM","0:00:40","mail.google.com"
"http://www.mathworks.com/help/matlab/ref/urlread.html","7/10/2013 10:11:37 AM","7/10/2013 10:11:42 AM","0:00:05","www.mathworks.com"
"http://www.manictime.com/Support/NewInstall","7/10/2013 10:11:42 AM","7/10/2013 10:11:55 AM","0:00:13","www.manictime.com"
"http://arstechnica.com/information-technology/2013/07/photoshop-cc-modest-upgrades-shackled-to-terrible-rental-model/4/","7/10/2013 10:11:55 AM","7/10/2013 10:12:12 AM","0:00:17","arstechnica.com"
"http://arstechnica.com/apple/2013/06/same-wrapper-all-new-candy-center-the-2013-macbook-air-reviewed/","7/10/2013 10:12:12 AM","7/10/2013 10:12:26 AM","0:00:14","arstechnica.com"
"https://github.com/neuropil","7/10/2013 10:12:26 AM","7/10/2013 10:12:33 AM","0:00:07","github.com"
"https://www.google.com/search?q=unc+virus+core&rlz=1C1AFAB_enUS457US457&oq=unc&aqs=chrome.1.69i57j69i59j0l2j69i62l2.1624j0&sourceid=chrome&ie=UTF-8","7/10/2013 10:12:50 AM","7/10/2013 10:12:56 AM","0:00:06","www.google.com"
"http://genetherapy.unc.edu/services.htm","7/10/2013 10:12:56 AM","7/10/2013 10:13:40 AM","0:00:44","genetherapy.unc.edu"
"http://genetherapy.unc.edu/services.htm","7/10/2013 10:14:36 AM","7/10/2013 10:15:35 AM","0:00:59","genetherapy.unc.edu"
"G:\DropBox\Dropbox\OlfactoryMotorGrant\ThompsonFelsen_K99_Draft_Aims.docx","7/10/2013 10:15:59 AM","7/10/2013 10:17:40 AM","0:01:41","ThompsonFelsen_K99_Draft_Aims.docx"
"G:\DropBox\Dropbox\OlfactoryMotorGrant\Felsen_R01_Aims.docx","7/10/2013 10:17:40 AM","7/10/2013 10:17:46 AM","0:00:06","Felsen_R01_Aims.docx"
"https://github.com/neuropil","7/10/2013 11:01:11 AM","7/10/2013 11:01:16 AM","0:00:05","github.com"
"https://docs.google.com/spreadsheet/ccc?key=0AgMNKVcN0KSwdE9BQU90cHBKRzl1VVFXS1RGb01nTlE#gid=5","7/10/2013 11:01:16 AM","7/10/2013 11:01:26 AM","0:00:10","docs.google.com"
"https://docs.google.com/spreadsheet/ccc?key=0AgMNKVcN0KSwdE9BQU90cHBKRzl1VVFXS1RGb01nTlE#gid=2","7/10/2013 11:01:26 AM","7/10/2013 11:02:33 AM","0:01:07","docs.google.com"
"https://mail.google.com/mail/u/0/?shva=1#inbox/13fc96c7e341f51a","7/10/2013 11:02:33 AM","7/10/2013 11:04:12 AM","0:01:39","mail.google.com"
"http://www.jneurosci.org/content/33/28/11668.abstract","7/10/2013 11:04:12 AM","7/10/2013 11:04:23 AM","0:00:11","www.jneurosci.org"
"http://www.jneurosci.org/content/33/28/11668.full","7/10/2013 11:04:23 AM","7/10/2013 11:05:34 AM","0:01:11","www.jneurosci.org"
"http://www.jneurosci.org/content/33/28/11668/F1.large.jpg","7/10/2013 11:05:34 AM","7/10/2013 11:06:03 AM","0:00:29","www.jneurosci.org"
"http://www.jneurosci.org/content/33/28/11668/F1.expansion.html","7/10/2013 11:06:03 AM","7/10/2013 11:06:08 AM","0:00:05","www.jneurosci.org"
"http://www.jneurosci.org/content/33/28/11668.full","7/10/2013 11:06:08 AM","7/10/2013 11:09:19 AM","0:03:11","www.jneurosci.org"
"https://www.google.com/search?q=lightlabs&rlz=1C1AFAB_enUS457US457&oq=lightlabs&aqs=chrome.0.69i57j0l3.4097j0&sourceid=chrome&ie=UTF-8","7/10/2013 11:09:24 AM","7/10/2013 11:09:31 AM","0:00:07","www.google.com"
"http://www.lightlabsusa.com/home.php","7/10/2013 11:09:31 AM","7/10/2013 11:11:03 AM","0:01:32","www.lightlabsusa.com"
"https://mail.google.com/mail/u/0/?shva=1#inbox/13fc96c7e341f51a","7/10/2013 11:23:35 AM","7/10/2013 11:23:40 AM","0:00:05","mail.google.com"
"https://mail.google.com/mail/u/0/?shva=1#inbox/13fc96ca90da7691","7/10/2013 11:23:40 AM","7/10/2013 11:31:17 AM","0:07:37","mail.google.com"
"https://mail.google.com/mail/u/0/?shva=1#inbox","7/10/2013 12:28:51 PM","7/10/2013 12:28:57 PM","0:00:06","mail.google.com"
"http://www.indiegogo.com/projects/sensoria-smart-sock-fitness-tracker","7/10/2013 12:29:12 PM","7/10/2013 12:29:30 PM","0:00:18","www.indiegogo.com"
"http://www.indiegogo.com/projects/sensoria-smart-sock-fitness-tracker","7/10/2013 12:29:35 PM","7/10/2013 12:30:26 PM","0:00:51","www.indiegogo.com"
"http://www.indiegogo.com/projects/sensoria-smart-sock-fitness-tracker","7/10/2013 12:31:07 PM","7/10/2013 12:33:20 PM","0:02:13","www.indiegogo.com"
"http://www.indiegogo.com/projects/sensoria-smart-sock-fitness-tracker?c=activity","7/10/2013 12:33:20 PM","7/10/2013 12:34:41 PM","0:01:21","www.indiegogo.com"
"https://mail.google.com/mail/u/0/?shva=1#inbox","7/10/2013 12:34:41 PM","7/10/2013 12:34:46 PM","0:00:05","mail.google.com"
"G:\DropBox\Dropbox\OlfactoryMotorGrant\ThompsonFelsen_K99_Draft_Aims.docx","7/10/2013 12:35:09 PM","7/10/2013 12:35:54 PM","0:00:45","ThompsonFelsen_K99_Draft_Aims.docx"
"http://www.r-bloggers.com/","7/10/2013 12:37:14 PM","7/10/2013 12:37:23 PM","0:00:09","www.r-bloggers.com"
"http://www.flowingdata.com/","7/10/2013 12:37:23 PM","7/10/2013 12:37:29 PM","0:00:06","www.flowingdata.com"
"http://flowingdata.com/","7/10/2013 12:37:29 PM","7/10/2013 12:38:01 PM","0:00:32","flowingdata.com"
"http://www.nature.com/nmeth/journal/v10/n7/full/nmeth.2530.html","7/10/2013 12:38:01 PM","7/10/2013 12:40:16 PM","0:02:15","www.nature.com"
"http://flowingdata.com/","7/10/2013 12:40:16 PM","7/10/2013 12:40:21 PM","0:00:05","flowingdata.com"
"http://rstudio.github.io/shiny/tutorial/#","7/10/2013 12:40:36 PM","7/10/2013 12:40:43 PM","0:00:07","rstudio.github.io"
"http://rstudio.github.io/shiny/tutorial/#hello-shiny","7/10/2013 12:40:43 PM","7/10/2013 12:40:53 PM","0:00:10","rstudio.github.io"
"http://rstudio.github.io/shiny/tutorial/#reactivity","7/10/2013 12:40:53 PM","7/10/2013 12:40:58 PM","0:00:05","rstudio.github.io"
"http://rstudio.github.io/shiny/tutorial/#ui-and-server","7/10/2013 12:40:58 PM","7/10/2013 12:41:03 PM","0:00:05","rstudio.github.io"
"http://rstudio.github.io/shiny/tutorial/#inputs-and-outputs","7/10/2013 12:41:03 PM","7/10/2013 12:41:09 PM","0:00:06","rstudio.github.io"
"http://rstudio.github.io/shiny/tutorial/#sliders","7/10/2013 12:41:09 PM","7/10/2013 12:41:14 PM","0:00:05","rstudio.github.io"
"http://rstudio.github.io/shiny/tutorial/#more-widgets","7/10/2013 12:41:14 PM","7/10/2013 12:41:19 PM","0:00:05","rstudio.github.io"
"http://rstudio.github.io/shiny/tutorial/#downloads","7/10/2013 12:41:19 PM","7/10/2013 12:41:24 PM","0:00:05","rstudio.github.io"
"http://rstudio.github.io/shiny/tutorial/#scoping","7/10/2013 12:41:24 PM","7/10/2013 12:41:29 PM","0:00:05","rstudio.github.io"
"http://rstudio.github.io/shiny/tutorial/#reactivity-overview","7/10/2013 12:41:29 PM","7/10/2013 12:41:39 PM","0:00:10","rstudio.github.io"
"http://rstudio.github.io/shiny/tutorial/#isolation","7/10/2013 12:41:39 PM","7/10/2013 12:41:44 PM","0:00:05","rstudio.github.io"
"http://rstudio.github.io/shiny/tutorial/#deployment-web","7/10/2013 12:41:44 PM","7/10/2013 12:42:09 PM","0:00:25","rstudio.github.io"
"http://rstudio.github.io/shiny/tutorial/#deployment-local","7/10/2013 12:42:09 PM","7/10/2013 12:42:14 PM","0:00:05","rstudio.github.io"
"http://rstudio.github.io/shiny/tutorial/#building-inputs","7/10/2013 12:42:14 PM","7/10/2013 12:42:19 PM","0:00:05","rstudio.github.io"
"http://rstudio.github.io/shiny/tutorial/#building-outputs","7/10/2013 12:42:19 PM","7/10/2013 12:42:30 PM","0:00:11","rstudio.github.io"
"http://rstudio.github.io/shiny/tutorial/#welcome","7/10/2013 12:42:30 PM","7/10/2013 12:42:37 PM","0:00:07","rstudio.github.io"
"https://docs.google.com/spreadsheet/ccc?key=0AgMNKVcN0KSwdE9BQU90cHBKRzl1VVFXS1RGb01nTlE#gid=2","7/10/2013 12:42:37 PM","7/10/2013 12:42:43 PM","0:00:06","docs.google.com"
"https://mail.google.com/mail/u/0/?shva=1#inbox","7/10/2013 12:42:43 PM","7/10/2013 12:42:48 PM","0:00:05","mail.google.com"
"https://www.google.com/calendar/render?tab=mc","7/10/2013 12:42:48 PM","7/10/2013 12:43:05 PM","0:00:17","www.google.com"
"https://mail.google.com/mail/u/0/?shva=1#inbox","7/10/2013 12:43:05 PM","7/10/2013 12:43:15 PM","0:00:10","mail.google.com"
"https://mail.google.com/mail/u/0/?shva=1#inbox/p3","7/10/2013 12:43:15 PM","7/10/2013 12:43:20 PM","0:00:05","mail.google.com"
"https://mail.google.com/mail/u/0/?shva=1#inbox/p7","7/10/2013 12:43:20 PM","7/10/2013 12:43:25 PM","0:00:05","mail.google.com"
"https://mail.google.com/mail/u/0/?shva=1#inbox/p9","7/10/2013 12:43:25 PM","7/10/2013 12:47:33 PM","0:04:08","mail.google.com"
"https://www.google.com/search?q=scrape+gmail+folders&rlz=1C1AFAB_enUS457US457&oq=scrape+gmail+folders&aqs=chrome.0.69i57.3649j0&sourceid=chrome&ie=UTF-8","7/10/2013 12:47:38 PM","7/10/2013 12:48:08 PM","0:00:30","www.google.com"
"https://www.google.com/search?q=scrape+gmail+folders&rlz=1C1AFAB_enUS457US457&oq=scrape+gmail+folders&aqs=chrome.0.69i57.3649j0&sourceid=chrome&ie=UTF-8#rlz=1C1AFAB_enUS457US457&sclient=psy-ab&q=python+scrape+gmail+folders&oq=python+scrape+gmail+folders&gs_l=serp.3...4930.6419.0.6704.7.7.0.0.0.3.172.806.3j4.7.0...0.0.0..1c.1.17.psy-ab.km2P8XiCnts&pbx=1&bav=on.2,or.r_cp.r_qf.&bvm=bv.48705608,d.aWc&fp=ef874089b9ec5761&biw=1920&bih=955","7/10/2013 12:48:08 PM","7/10/2013 12:48:17 PM","0:00:09","www.google.com"
"http://stackoverflow.com/questions/10266759/download-subfolder-from-gmail","7/10/2013 12:48:17 PM","7/10/2013 12:49:29 PM","0:01:12","stackoverflow.com"
"https://www.google.com/search?q=explore+gmail+with+python&rlz=1C1AFAB_enUS457US457&oq=explore+gmail+with+python&aqs=chrome.0.69i57.7445j0&sourceid=chrome&ie=UTF-8","7/10/2013 12:49:39 PM","7/10/2013 12:49:56 PM","0:00:17","www.google.com"
"https://www.google.com/search?q=explore+gmail+with+python&rlz=1C1AFAB_enUS457US457&oq=explore+gmail+with+python&aqs=chrome.0.69i57.7445j0&sourceid=chrome&ie=UTF-8#rlz=1C1AFAB_enUS457US457&sclient=psy-ab&q=search+gmail+with+python&oq=search+gmail+with+python&gs_l=serp.3..0i30.15452.16039.0.16204.6.6.0.0.0.3.232.746.2j3j1.6.0...0.0.0..1c.1.17.psy-ab.kE_Uij-pgd8&pbx=1&bav=on.2,or.r_cp.r_qf.&bvm=bv.48705608,d.aWc&fp=ef874089b9ec5761&biw=1920&bih=955","7/10/2013 12:49:56 PM","7/10/2013 12:50:02 PM","0:00:06","www.google.com"
"http://stackoverflow.com/questions/5161053/search-in-gmail-using-imaplib","7/10/2013 12:50:02 PM","7/10/2013 12:50:25 PM","0:00:23","stackoverflow.com"
"https://www.google.com/search?q=search+gmail+with+matlab&rlz=1C1AFAB_enUS457US457&oq=search+gmail+with+matlab&aqs=chrome.0.69i57j69i62l3.3231j0&sourceid=chrome&ie=UTF-8","7/10/2013 12:50:30 PM","7/10/2013 12:50:36 PM","0:00:06","www.google.com"
"http://www.mathworks.com/matlabcentral/fileexchange/28919-gmail","7/10/2013 12:50:36 PM","7/10/2013 12:50:42 PM","0:00:06","www.mathworks.com"
"https://www.google.com/search?q=search+gmail+with+matlab&rlz=1C1AFAB_enUS457US457&oq=search+gmail+with+matlab&aqs=chrome.0.69i57j69i62l3.3231j0&sourceid=chrome&ie=UTF-8","7/10/2013 12:50:42 PM","7/10/2013 12:50:54 PM","0:00:12","www.google.com"
"https://www.google.com/search?q=search+gmail+with+matlab&rlz=1C1AFAB_enUS457US457&oq=search+gmail+with+matlab&aqs=chrome.0.69i57j69i62l3.3231j0&sourceid=chrome&ie=UTF-8#rlz=1C1AFAB_enUS457US457&sclient=psy-ab&q=search+gmail+emails+with+matlab&oq=search+gmail+emails+with+matlab&gs_l=serp.3...10422.11195.0.11463.7.7.0.0.0.3.207.680.5j1j1.7.0...0.0.0..1c.1.17.psy-ab.L0VzKFVsypM&pbx=1&bav=on.2,or.r_cp.r_qf.&bvm=bv.48705608,d.aWc&fp=ef874089b9ec5761&biw=1920&bih=955","7/10/2013 12:50:54 PM","7/10/2013 12:51:04 PM","0:00:10","www.google.com"
"http://blog.cordiner.net/2009/12/16/accessing-your-gmail-messages-in-matlab/","7/10/2013 12:51:04 PM","7/10/2013 12:51:39 PM","0:00:35","blog.cordiner.net"
"http://blog.cordiner.net/2009/12/16/accessing-your-gmail-messages-in-matlab/","7/10/2013 12:51:46 PM","7/10/2013 12:52:43 PM","0:00:57","blog.cordiner.net"
"https://www.google.com/search?q=search+gmail+with+matlab&rlz=1C1AFAB_enUS457US457&oq=search+gmail+with+matlab&aqs=chrome.0.69i57j69i62l3.3231j0&sourceid=chrome&ie=UTF-8#rlz=1C1AFAB_enUS457US457&sclient=psy-ab&q=search+gmail+emails+with+matlab&oq=search+gmail+emails+with+matlab&gs_l=serp.3...10422.11195.0.11463.7.7.0.0.0.3.207.680.5j1j1.7.0...0.0.0..1c.1.17.psy-ab.L0VzKFVsypM&pbx=1&bav=on.2,or.r_cp.r_qf.&bvm=bv.48705608,d.aWc&fp=ef874089b9ec5761&biw=1920&bih=955","7/10/2013 12:52:43 PM","7/10/2013 12:52:59 PM","0:00:16","www.google.com"
"https://www.google.com/search?q=search+gmail+with+matlab&rlz=1C1AFAB_enUS457US457&oq=search+gmail+with+matlab&aqs=chrome.0.69i57j69i62l3.3231j0&sourceid=chrome&ie=UTF-8#q=search+gmail+emails+with+matlab&rlz=1C1AFAB_enUS457US457&ei=FK3dUc67H6fBygGEkoGQCw&start=10&sa=N&bav=on.2,or.r_cp.r_qf.&fp=ef874089b9ec5761&biw=1920&bih=955","7/10/2013 12:52:59 PM","7/10/2013 12:53:32 PM","0:00:33","www.google.com"
"http://stackoverflow.com/questions/3242619/programatically-searching-gmail","7/10/2013 12:53:32 PM","7/10/2013 12:54:07 PM","0:00:35","stackoverflow.com"
"https://developers.google.com/gmail/imap_extensions#extension_of_the_search_command_x-gm-raw","7/10/2013 12:54:07 PM","7/10/2013 12:55:39 PM","0:01:32","developers.google.com"
"https://developers.google.com/gmail/gmail_inbox_feed","7/10/2013 12:55:39 PM","7/10/2013 12:55:44 PM","0:00:05","developers.google.com"
"https://developers.google.com/gmail/schemas/","7/10/2013 12:55:44 PM","7/10/2013 12:55:54 PM","0:00:10","developers.google.com"
"https://developers.google.com/","7/10/2013 12:55:54 PM","7/10/2013 12:56:11 PM","0:00:17","developers.google.com"
"https://mail.google.com/mail/u/0/?shva=1#inbox/p9","7/10/2013 12:56:11 PM","7/10/2013 12:56:18 PM","0:00:07","mail.google.com"
"https://mail.google.com/mail/u/0/?shva=1#inbox/p8","7/10/2013 12:56:18 PM","7/10/2013 12:59:29 PM","0:03:11","mail.google.com"
"https://mail.google.com/mail/u/0/?shva=1#inbox/p7","7/10/2013 12:59:29 PM","7/10/2013 1:00:55 PM","0:01:26","mail.google.com"
"https://mail.google.com/mail/u/0/?shva=1#inbox/p7","7/10/2013 1:01:19 PM","7/10/2013 1:02:08 PM","0:00:49","mail.google.com"
"http://www.jneurosci.org/content/33/28/11668.full","7/10/2013 1:02:08 PM","7/10/2013 1:02:19 PM","0:00:11","www.jneurosci.org"
"https://docs.google.com/spreadsheet/ccc?key=0AgMNKVcN0KSwdE9BQU90cHBKRzl1VVFXS1RGb01nTlE#gid=2","7/10/2013 1:02:19 PM","7/10/2013 1:03:44 PM","0:01:25","docs.google.com"
"http://stackoverflow.com/questions/10266759/download-subfolder-from-gmail","7/10/2013 1:03:44 PM","7/10/2013 1:03:50 PM","0:00:06","stackoverflow.com"
"http://mail.google.com/","7/10/2013 1:25:14 PM","7/10/2013 1:25:21 PM","0:00:07","mail.google.com"
"http://www.mathworks.com/help/stats/cell2dataset.html","7/10/2013 1:25:21 PM","7/10/2013 1:25:49 PM","0:00:28","www.mathworks.com"
"http://www.mathworks.com/help/stats/cell2dataset.html#btjk1_3-2","7/10/2013 1:25:49 PM","7/10/2013 1:26:37 PM","0:00:48","www.mathworks.com"
"http://www.mathworks.com/help/stats/cell2dataset.html#btjk1_3-2","7/10/2013 1:29:50 PM","7/10/2013 1:30:04 PM","0:00:14","www.mathworks.com"
"http://www.mathworks.com/help/stats/cell2dataset.html#btjk40m-3","7/10/2013 1:30:04 PM","7/10/2013 1:30:31 PM","0:00:27","www.mathworks.com"
"http://www.mathworks.com/help/stats/create-a-dataset-from-workspace-variables.html","7/10/2013 1:30:31 PM","7/10/2013 1:30:45 PM","0:00:14","www.mathworks.com"
"http://www.mathworks.com/help/stats/create-a-dataset-from-workspace-variables.html","7/10/2013 1:56:31 PM","7/10/2013 1:56:36 PM","0:00:05","www.mathworks.com"
"http://discovercard.com/","7/10/2013 1:56:36 PM","7/10/2013 1:56:41 PM","0:00:05","discovercard.com"
"https://www.google.com/search?q=matlab+datasetfun&rlz=1C1AFAB_enUS457US457&oq=matlab+datasetfun&aqs=chrome.0.69i57j0l2j69i62.7461j0&sourceid=chrome&ie=UTF-8","7/10/2013 1:56:41 PM","7/10/2013 1:56:46 PM","0:00:05","www.google.com"
"http://www.mathworks.com/matlabcentral/newsreader/view_thread/325733","7/10/2013 1:56:46 PM","7/10/2013 1:56:54 PM","0:00:08","www.mathworks.com"
"http://www.mathworks.com/help/stats/dataset.datasetfun.html","7/10/2013 1:56:54 PM","7/10/2013 1:59:11 PM","0:02:17","www.mathworks.com"
"http://www.mathworks.com/help/stats/dataset.datasetfun.html","7/10/2013 1:59:46 PM","7/10/2013 1:59:55 PM","0:00:09","www.mathworks.com"
"http://www.mathworks.com/help/stats/dataset.datasetfun.html","7/10/2013 2:01:42 PM","7/10/2013 2:02:15 PM","0:00:33","www.mathworks.com"
"http://www.mathworks.com/help/stats/dataset.datasetfun.html","7/10/2013 2:04:26 PM","7/10/2013 2:04:35 PM","0:00:09","www.mathworks.com"
"http://www.mathworks.com/help/search/doccenter/en/R2013a?qdoc=cellfun&submitsearch=Search","7/10/2013 2:04:35 PM","7/10/2013 2:04:53 PM","0:00:18","www.mathworks.com"
"http://www.mathworks.com/help/matlab/ref/cellfun.html?searchHighlight=cellfun","7/10/2013 2:04:53 PM","7/10/2013 2:06:31 PM","0:01:38","www.mathworks.com"
